vendorId,vendorName,modelId,modelName,modelEQ
508,JBL,1601,J88i,"[4, 3.2, 2.1, 0.4, 1, -0.1, 1.5, 5.1, 4.7, 2.7]"
508,JBL,1602,E50BT,"[-2.46, -1.57, -1.25, 1.3, 3, 0.6, -3, 2.8, -1.2, 1.87]"
508,JBL,1603,E55BT,"[-3, -3, -3, 3, 1.5, -0.7, 0.2, 2.78, -0.5, 3]"
508,JBL,1611,Everest Elite 700,"[-0.94, 0.3, 0.7, -0.5, -0.78, -0.7, -0.2, -0.38, 0.5, 3]"
509,OPPO,1267,PM1,"[5, 4.1, 3, 1.1, -0.4, 0, 2.5, 2.5, 1.4, 1.5]"
509,OPPO,1268,PM2,"[4, 3.4, 2.4, 0.8, -0.5, -0.1, 1.6, 2.4, 1.6, 2.7]"
509,OPPO,1269,PM3,"[3.5, 3.2, 2.6, 1.2, 0, -0.1, 1.3, 3.1, 1.4, 4.7]"
509,OPPO,1738,Enco Q1,"[-1.3, -0.7, -1.4, -2.3, 0.1, 3, 0.9, -0.5, 0.7, 1.4]"
509,OPPO,1838,Enco W51,"[-1.3, -0.7, -1.4, -2.3, 0.1, 3, 0.9, -0.5, 0.7, 1.4]"
509,OPPO,1839,Enco W31,"[0.5, 1, 0.5, 0, 0.5, 0.5, 0, 1, 1, 3]"
509,OPPO,1840,Enco M31,"[3, 1.5, 0, 0, 0.5, 1, 0, 0, 0.5, 2]"
509,OPPO,1841,Enco Free,"[4, 3, 0, 0, 0.5, 1, 0.5, 2, 3, 3]"
509,OPPO,1842,Enco X,"[0.5, 0, 0, 0.5, 2, 1.5, 0.5, 3, 1, 3]"
511,vivo,1099,XE600I,"[2.3, 2.1, 1.5, 0.7, -0.5, -0.1, 0.2, 0.9, -1.1, 2.3]"
513,阿思翠,1015,AM70,"[4.3, 3.8, 2.8, 1.2, -0.3, 0, -0.2, -0.5, 0.4, 5.7]"
513,阿思翠,1016,AX30,"[4.9, 3.6, 2.6, 1, -1, -0.1, 1.6, 2.6, 2.1, 4.7]"
513,阿思翠,1017,AX35,"[4.4, 3.1, 1.7, 1, -1, -0.1, 1.8, 4.1, 1.6, 2.7]"
513,阿思翠,1018,GX50,"[3.2, 3.4, 3.2, 1.6, 0.5, 0.1, -0.6, -0.7, -3, -1.8]"
513,阿思翠,1019,AM700,"[3.5, 2.2, 0.7, -0.6, -1.4, -0.2, 0.9, 1.6, 4.4, 9.7]"
513,阿思翠,1020,AM800,"[2.9, 2.3, 1.1, -0.3, -0.8, -0.1, 0.7, 0.8, 1.4, 3.2]"
513,阿思翠,1021,AM900,"[4.3, 3.9, 2.9, 1.4, 0, 0, 0.5, 2.1, 2.9, 3.3]"
513,阿思翠,1022,AX60,"[0.5, 0.3, -0.4, -1, -1.6, -0.1, 1.5, 2.6, -0.9, 3]"
513,阿思翠,1700,AM800m,"[1, -0.5, -2, -3, -0.5, 2.5, 2.5, 1.5, 2, 0]"
513,阿思翠,1701,AM850,"[-0.5, -3, -4.5, -3, 0, 2, 3.5, 2, 0, 0]"
513,阿思翠,1702,BX70,"[-0.5, -3.5, -6, -4.5, -0.5, -1.5, 3.5, 2.5, 0.5, 0]"
513,阿思翠,1703,Delphinus 5,"[4, 4, 7, 1, -3, -4.5, -5, 0, 2, -2]"
513,阿思翠,1704,Lyra Classic,"[0, 0, 0, -3, -3, -3, 4, 6, 4, 0]"
513,阿思翠,1705,Lyra Collection,"[2, 1, 0, -4, -4, -4, 4, 6, 4, 5]"
513,阿思翠,1706,GX40,"[3, 0, -1, -2, -2, -1, 0, 0, 3, 0]"
515,安桥,1067,ES-FC300,"[2.8, 2.4, 1.7, 0.9, -1, -0.1, 2.4, 4.1, 2.9, 3.2]"
515,安桥,1068,ES-HF300S,"[3, 2.3, 1.3, 0, -1, -0.1, 2.2, 3.8, 2.2, 5]"
517,拜亚动力,1073,DP100,"[8.7, 5.6, 3.8, 1, -0.5, -0.1, 1.8, 1.6, -2.7, -1.3]"
517,拜亚动力,1074,DT235,"[5.4, 3.1, 1.7, 0.7, -0.6, -0.4, 1.6, 1.6, 0.1, 0.2]"
517,拜亚动力,1075,DT860,"[4.5, 3.2, 1.9, 0.3, -0.7, -0.1, 1.6, 2.9, -1.6, 0.1]"
517,拜亚动力,1076,DT1350CC,"[2.9, 2.5, 1.8, 0, -1.5, -0.2, 2.2, 3.3, 1.9, 2.7]"
517,拜亚动力,1077,DTX11IE,"[4, 3.1, 2, 0.4, -0.7, -0.1, 1.3, 2.6, 1.5, 3.1]"
517,拜亚动力,1078,DTX50,"[4.2, 3.6, 2.6, 1.2, -0.2, -0.1, 0.3, -0.2, 3.3, 5.9]"
517,拜亚动力,1079,DTX60,"[4.7, 4.3, 3.3, 1.7, 0, 0.2, 2.3, 2.3, 1.8, 4.7]"
517,拜亚动力,1080,DTX71IE,"[4.5, 3.6, 2.5, 1, -0.1, 0, 0.7, 2.6, 0.4, 3.2]"
517,拜亚动力,1081,DTX101IE,"[5.5, 4.4, 3.1, 1.4, -0.4, -0.1, 1.2, 1.9, 0.1, 3.7]"
517,拜亚动力,1082,DTX300P,"[7.6, 5.3, 3.1, 1.1, -0.5, -0.2, 2, 3.2, 0.4, 2.2]"
517,拜亚动力,1083,DTX710,"[5.4, 3.7, 2.1, 0.5, -0.7, -0.1, 0.3, 1.9, 1.4, 0.6]"
517,拜亚动力,1084,DX160IE,"[5, 3.7, 2.5, 0.7, -1, 0.1, 1.4, 3.3, -1.2, 4.1]"
517,拜亚动力,1085,MMX71IE,"[4.5, 3.6, 2.5, 1, -0.1, 0, 0.7, 2.6, 0.4, 3.3]"
517,拜亚动力,1086,T1,"[4.5, 3.6, 2.1, 0.5, -0.9, -0.3, 1.5, 1.7, 0.4, -0.2]"
517,拜亚动力,1087,T51P,"[4.4, 2.9, 1.1, 0.3, -1.4, -0.4, 2.3, 2.2, 0.9, -0.3]"
517,拜亚动力,1088,T90,"[4, 3.1, 1.6, 0, -1.3, -0.3, 1.1, 1.4, -1.2, -0.3]"
517,拜亚动力,1625,DT990,"[0, 0, 0, 2, 4, 0, 0, 0, 0, 0]"
517,拜亚动力,1804,DT250,"[4, -0.5, -0.5, 0, 0, 0, 0.5, 3, 5, 3]"
517,拜亚动力,1805,DT770PRO,"[2, -0.5, -1, 2, 0, 0, 1.5, 3, 2, 1]"
517,拜亚动力,1806,DT880,"[3.5, 0.5, -0.5, -0.2, -0.2, 0, 1.5, 3, 2, 2]"
519,创新,1104,IE2,"[2.5, 2.1, 1.3, 0, -1, -0.1, 1.9, 2.4, 0.4, 1]"
519,创新,1105,IE3,"[2.9, 1.9, 0.9, -0.5, -1.4, -0.1, 1.5, 1.7, -0.7, 3]"
519,创新,1106,Air,"[7.3, 4.7, 2.6, 1.1, -0.3, 0.1, 1.3, 2.1, 1, 1.7]"
519,创新,1107,LIVE2,"[2.9, 2.5, 1.6, 0.1, -1.4, -0.3, 2.7, 3, 1, 0]"
519,创新,1108,LIVE,"[3.2, 2.5, 1.5, 0.2, -0.5, -0.1, 2, 1.3, 0.4, 0.2]"
519,创新,1109,EP630,"[2.3, 1.8, 0.8, -0.4, -1.3, -0.2, 1.7, 1.2, -1.6, 3.2]"
521,飞利浦,1122,Fidelio L1,"[2.5, 2, 0.8, -0.2, -0.7, -0.2, 0.7, 2.3, 0.4, 0.7]"
521,飞利浦,1123,Fidelio M1,"[3.1, 2.6, 2, 1, -0.4, -0.1, 1.9, 3.1, 1.9, 1.6]"
521,飞利浦,1124,Fidelio S2,"[2.7, 2, 0.8, -0.4, -1.2, -0.2, 1.8, 1.7, -1.4, 0.1]"
521,飞利浦,1125,SHE3580,"[0.1, 0.1, -0.2, -0.8, -1.2, -0.1, 1.1, 1, 0.2, 0.2]"
521,飞利浦,1126,SHE3590,"[2, 1.6, 0.9, 0, -0.9, -0.1, 0.5, 0.5, -0.7, 2.4]"
521,飞利浦,1127,SHE3900,"[2.8, 2, 1.6, 0.8, -0.5, -0.1, -1.5, -1.4, -1.8, -1.3]"
521,飞利浦,1128,SHE6000,"[6.5, 3.91, 2.6, 1.1, -0.6, -0.4, 1.3, 1.3, -0.2, 0.2]"
521,飞利浦,1129,SHE7000,"[1.9, 1.5, 0.9, 0, -0.8, -0.1, 0.7, 0.6, -0.1, 2.1]"
521,飞利浦,1130,SHE8000,"[2.5, 1.6, 0.6, -0.66, -0.6, -0.3, 1.6, 0.5, -0.7, 1.8]"
521,飞利浦,1131,SHE8005,"[2.1, 1.4, 0, -1.1, -1.5, -0.2, 1.3, 0.5, -1.6, -1.1]"
521,飞利浦,1132,SHE8500,"[2.2, 1.6, 0.6, -1, -1.1, -0.4, 2, 1.7, 1.9, 2.2]"
521,飞利浦,1133,SHE9000,"[2.7, 1.5, -0.1, -1.7, -2.3, -0.4, 2.9, 2.2, -0.4, 0.5]"
521,飞利浦,1134,SHE9100,"[3.5, 2.81, 2.1, 1, 0.5, -0.11, 1.3, 1.5, -0.21, -0.21]"
521,飞利浦,1135,SHL5905,"[3, 2.71, 1.41, 0.41, -1.11, -0.41, 2, 2.61, 0.11, 0.81]"
521,飞利浦,1136,SHM6500,"[3.5, 2.31, 2, 0.91, -0.5, -0.11, 1.31, 2.41, -1.81, 1.5]"
521,飞利浦,1137,SHP9500,"[6, 4.1, 2.5, 0.71, -0.71, -0.21, 1.71, 1.61, 1, 2.11]"
523,歌德,1153,GR10,"[2.6, 2.1, 1.2, -0.3, -1.2, -0.2, 1.8, 2.9, -0.2, 2.8]"
523,歌德,1154,PS1000,"[4.8, 3.1, 1.2, 0.2, -0.6, -0.1, 0.9, 0.6, -1.1, -1.3]"
523,歌德,1155,RS1,"[5.5, 3.1, 1.3, 0.2, -0.9, -0.1, 0.3, 1.7, 0.4, 0]"
523,歌德,1156,SR60,"[5.1, 3.2, 1.7, 0.3, -0.8, -0.1, 0.3, 2.3, 0.6, 0]"
523,歌德,1157,SR80,"[4.2, 2.6, 1.3, 0.2, -0.8, -0.1, 0.4, -0.4, 0.7, 0.8]"
523,歌德,1158,SR225,"[6, 3.6, 1.8, 0.5, -0.6, -0.1, 0.8, 0.4, 0.1, 0.2]"
523,歌德,1159,Alessandro M1,"[4.9, 3.3, 1.9, 0.5, -0.9, -0.2, 0.6, 0.8, -0.1, 1.7]"
525,华为,1171,AM116,"[1.6, 1.7, 1.5, 0, -1.4, -0.1, -0.2, -0.7, 4.3, 5.1]"
525,华为,1282,荣耀,"[3.2, 1.9, 0.7, -0.6, -1.5, -0.2, 1.3, 0.8, -0.4, 2.2]"
525,华为,1843,FreeBuds3,"[3, 3.5, 3.5, 2, 0.5, 0, 0.5, 3, 2, 2.5]"
525,华为,1844,FreeBuds Pro,"[3, 3.5, 3.5, 2, 0.5, 0, 0.5, 3.5, 2.5, 3.5]"
525,华为,1859,FreeLace,"[2.5, 1.5, 0.5, 0, 0.5, 1, 0, 0.5, 1.5, 2]"
527,捷波朗,1197,COACH,"[2.1, 1.4, 0.3, -0.8, -1.5, -0.1, 1.7, 2.9, 0.3, 0.2]"
527,捷波朗,1198,PLAY,"[2, 1, -0.3, -1.6, -2.2, -0.4, 1.4, 1.6, -2.4, 0.7]"
527,捷波朗,1199,ROX,"[1.8, 1.5, 0.9, 0, -0.8, 0, 0.3, 1.9, 1.1, 1.8]"
527,捷波朗,1200,REVO,"[3, 2.3, 1.1, 0, -0.2, -0.1, 1.3, 1.1, 0.9, 0.2]"
529,Skullcandy,1208,Mix Master,"[4.1, 3.1, 1.8, 0.3, -0.5, -0.1, 1.3, 2.1, 2.4, 2.5]"
529,Skullcandy,1209,Candy 50-50,"[1.4, 0.6, -0.4, -1.5, -2.1, -0.3, 2.2, 1.5, -0.7, 0.5]"
529,Skullcandy,1210,Crusher2,"[6.7, 5.1, 3.8, 2.5, 0.4, 0.1, 2.8, 3.6, 0.9, 3.2]"
529,Skullcandy,1211,Crusher,"[4, 2.8, 1.1, 2, -0.5, -0.1, 1.2, 2.6, 2.6, 2.3]"
529,Skullcandy,1212,Smokin Buds 2,"[3.7, 2.5, 1.1, -0.3, -1.2, -0.1, 1.3, 3.1, 0.9, 3]"
529,Skullcandy,1213,Strunm,"[4, 2.4, 0.6, -1, -1.7, -0.3, 1.6, 1.6, 0.6, 1]"
531,雷蛇,1219,Kraken7,"[3.2, 2.4, 1.4, 0, -1.5, -0.3, 2.7, 3.1, 0.9, 1.8]"
533,罗技(UE),1224,UE11PRO,"[2, 1.5, 0.6, -0.6, -1.3, 0, 1.6, 2.9, 1.5, 0.5]"
533,罗技(UE),1225,UE18PRO,"[4, 3.1, 1.6, -0.1, -1.4, 0, 1.8, 2.9, 0.5, 1.9]"
533,罗技(UE),1226,UE200,"[3.8, 2.8, 1.3, -0.5, -1.5, -0.2, 2.2, 2.1, -0.4, 0.9]"
533,罗技(UE),1227,UE220,"[1.2, 0.6, 0, -0.9, -1.6, -0.1, 1.5, 0.9, 0.8, 2.7]"
533,罗技(UE),1228,UE350,"[1.4, 1.1, 0.5, -0.5, -1, -0.1, 1.6, 3.7, 1.8, 2.2]"
533,罗技(UE),1229,UE600,"[3.7, 3.3, 2.3, 0.7, -0.7, -0.1, 2.3, 3.8, 2.4, 5.7]"
533,罗技(UE),1230,UE700,"[3.4, 2.8, 1.8, 0.5, -0.7, -0.1, 1.9, 3.3, -0.6, 1.2]"
533,罗技(UE),1231,UE900,"[3.2, 2.7, 1.7, 0, -1.6, -0.2, 1.5, 4.2, 1.9, 1.9]"
533,罗技(UE),1232,UE9000,"[3.4, 2.4, 2.2, 1.7, 0.3, -0.3, 2, 3.6, 3.4, 3.7]"
533,罗技(UE),1233,TF10PRO,"[2.7, 2.3, 1.4, 0, -0.8, -0.1, 2.3, 3.7, 1.3, 1.4]"
533,罗技(UE),1566,UE900s,"[3.2, 2.7, 1.7, 0, -1.6, -0.2, 1.5, 4.2, 1.9, 1.9]"
533,罗技(UE),1567,UE4000,"[3.4, 3, 2, 0.6, 0.2, -0.1, 1.5, 5.1, 5.4, 3.7]"
533,罗技(UE),1568,UE6000,"[3, 2.6, 2.6, 1, -0.1, -0.1, 3, 3.6, 3.2, 2.7]"
536,漫步者,1239,H210p,"[4.5, 3.1, 1.9, 0, -0.8, -0.2, 1.6, 2.3, 1.5, -0.3]"
536,漫步者,1240,H850,"[3.5, 2.8, 1.2, -0.4, -0.7, 0, 1.5, 1.9, 0.7, 0.8]"
536,漫步者,1626,H230p,"[-3, -5, -3, -3, -2, -2, 0, 3, 2, 1]"
536,漫步者,1727,W280X,"[-0.5, -0.5, -0.5, -1, 0, 0, 1, 1.5, 1, 1]"
536,漫步者,1845,MiniBuds,"[3, 3.5, 2, 0, 0, 0, 0.5, 1.5, 2, 2.5]"
536,漫步者,1846,TWS1,"[3, 2, 2, 0, 0, 0, 0.5, 1.5, 0.5, 1]"
536,漫步者,1847,LolliPods,"[4.5, 3.5, 3.5, 3, 0.5, 0, 0.5, 3, 3.5, 3.5]"
536,漫步者,1848,W800BT,"[3.5, 4, 2.5, 0.5, 0, 0, 1.5, 0.5, 1, 2.5]"
536,漫步者,1861,FunBuds,"[3.5, 2.5, 2.5, 3, 0.5, 0, 1.5, 2, 2.5, 0.5]"
537,魅族,1241,EP20,"[8, 5.6, 3.7, 1.8, 0, 0, 0.7, 0.4, 0.2, 0.7]"
537,魅族,1242,EP21HD,"[2, 1.6, 0.4, -1.2, -2.6, -0.5, 2.6, 3.6, 4.6, 4.2]"
537,魅族,1243,EP30,"[3, 2.6, 1.6, 0, -1.5, -0.2, 2.1, 1.1, 0.2, 2.7]"
537,魅族,1244,EP51,"[2.4, 1.8, 1.1, -0.4, -1.3, 0.1, 0.8, 1.6, -1.2, 0]"
537,魅族,1245,HD50,"[3, 2.1, 1.4, 1.5, 0.2, 0, 0.8, 2.2, 0.8, -0.3]"
537,魅族,1246,EP21,"[6.8, 4.4, 2.7, 1, -0.5, -0.1, 0.9, 1.6, 0.4, 1.2]"
539,魔声,1248,钻石之泪,"[3, 2.4, 1.6, 0.4, -0.6, -0.1, 1.3, 2.5, 2.5, 0.8]"
539,魔声,1249,Turbine Pro,"[0.8, 0.5, -0.2, -1.1, -1.5, -0.1, 1.1, 2.3, 2.4, 3.2]"
539,魔声,1259,DNA In Ear,"[3.3, 2.6, 1.2, 0.2, 0.3, -0.1, 2, 1.6, 0.9, 1]"
539,魔声,1260,DNA,"[1.6, 0.8, -0.4, -1.5, -2, -0.2, 1.8, 1.3, 1.1, -1.1]"
539,魔声,1261,Inspiration,"[3.3, 2.4, 1, -0.5, -0.5, -0.1, 1, 0.3, -0.1, -0.4]"
539,魔声,1262,Diesel Vektr,"[3, 2.2, 0.8, -0.1, -0.9, -0.3, 2, 2.6, 1.4, 1.8]"
539,魔声,1263,Solo HD,"[2.5, 3.1, 1.6, 0.9, -0.1, -0.1, 2.7, 3.6, 5.4, 4.2]"
539,魔声,1264,Turbine Pro GLD,"[1.1, 0.9, 0.5, -0.4, -1, -0.1, 1.1, 2.9, 2.5, 1.6]"
